time,uname,comment,star,title,support,sentiment_score
"
                    2011-01-21 23:26:14
                ",木卫二,都是你爸害的（《松子》），都是你妈逼的（《告白》），中岛哲也太喜欢成长阴影了吧……,4,推荐,7016,0.9787570922462421
"
                    2011-01-27 15:58:47
                ",Dulcixote,这片告诉我们，正太与萝莉都是斗不过御姐的……,4,推荐,3141,0.21736488186823455
"
                    2010-06-30 20:04:38
                ",shiya,"当罪人无法通过法律将其制裁的时候，唯有以暴制暴。
本以为是个推理片，想不到电影一开始就已经知道犯人是谁，只剩下女教师的复仇；本以为她在关键时刻会俗套地圣母一把，看在对方“还是个孩子”的份上原谅杀死自己女儿的学生，想不到她腹黑到底，把两个少年折磨到求生不得求死不能。太tm帅了。",5,力荐,10311,0.9999999854461747
"
                    2010-11-06 20:34:15
                ",桃桃林林,等本片有下载的时候一定会有不少恶评，与以往的中岛哲也完全不同，大量的特写与高速慢镜的运用，全片好似分段式MV，情节上各种意识流似的拼贴。导演视乎在还原一种心理动作。谈不上非常喜欢，但却仍想赞一下。,4,推荐,2690,0.9990600292700733
"
                    2011-01-22 10:01:36
                ",内陆飞鱼,中岛哲也导演《下妻物语》《被嫌弃的松子的一生》《告白》可以算华丽三部曲，都喜欢，但这部太厉害，太好看，形式感，音乐衬底，故事内容，叙事方式，以及一大堆萝莉正太扎堆，以优雅、轻松、热闹的外在形式，表达巨大的无边的哀凉和悲观，太对个人胃口了。100分。,5,力荐,4298,0.9999999961474408
"
                    2011-01-25 19:07:21
                ",狷介有乌青,你善，是因为你未被这个社会狠狠伤过；你恶，是因为你未被这个世界好好爱过。伪善的我们，有的人伪装一下子，有的人伪装一辈子，于是前者就被称为恶人，后者就被称为善人。人之初，性本善，本来也就是屁话。,4,推荐,1437,0.9999967150985559
"
                    2010-06-09 20:27:46
                ",Flusse,"没有一人完全善，也没有一人完全恶。同情厌恶惊悚与快感最后一起炸裂，强烈震撼。
导演把黑暗绝望情节拍得如此娱乐好看，令人汗毛倒竖。",5,力荐,3155,0.9999249226570697
"
                    2010-08-07 22:56:40
                ",周九九,深い、重い、中国で上映できない,5,力荐,1640,0.6914704793783962
"
                    2011-01-21 21:13:46
                ",Touma,"一个打碎的瓶子粘合起来没有痕迹/
散发了的香气又钻回密封的瓶里/
撑开的伞合起来走失的人回到原地/
一场大雨往上逆向卷起云层大气/
旋转木马倒着旋转时针它走往童年方向/
我们回到无数个开始那些个年轻激烈的早上 ",5,力荐,1460,0.9984646760538038
"
                    2011-08-18 11:34:15
                ",司令,片名不能好好翻译一下么，我他娘的还以为是爱情片,3,还行,2697,0.9644781814905045
"
                    2011-01-22 14:31:14
                ",Q。,电影表现的方式与以往比较相当不同，全片充斥着大量的慢镜大量的特写，画面也甚是唯美。有很多人说此片因为拍摄、剪辑与音乐的搭配十足就是一部超长版的MV，但至少代表这部电影很美；也有人说内容空洞苍白，那只能说原著本身就有这样的问题。最后那句“开玩笑的……”比原著带来的震撼还大。★★★★,4,推荐,896,0.9999988354123186
"
                    2010-10-16 21:52:14
                ",林檎,像一部107分鍾長的MTV,3,还行,608,0.6851605381607044
"
                    2010-10-22 15:15:09
                ",五色全味,just a MV！！！！！！,3,还行,367,0.35072516527653985
"
                    2013-03-13 13:06:28
                ",同志亦凡人中文站,分段式MV＋慢镜美学。少年的邪恶原罪在松隆子的平静复仇面前就像温室里的花朵。什么样的大人，什么样的孩子：人间炼狱，就是把邪恶当幸福了。只是如果要讲述一个如此沉重的主题，又何必要使用眼花缭乱的破碎剪辑呢？害我两年前看到一半就放弃了。(ˇˍˇ）,4,推荐,244,0.9999999999662204
"
                    2016-08-05 01:36:55
                ",陆钓雪de飘飘,A和B杀死了我的女儿，我不会说出他们的身份的，我要原谅他们，救赎他们，让他们知道生命的宝贵。我上面说的，是开玩笑的。,4,推荐,232,0.8244777139849669
"
                    2011-05-05 01:42:21
                ",黄青蕉,中二是种病，得下猛药治！,4,推荐,240,0.951530516403299
"
                    2010-10-25 21:06:51
                ",陳,據說《告白》很殘酷，可我覺得它也像溫馨的母親節電影﹝就像深作欣二的《大逃殺》其實是為年輕人打氣的勵志片﹞，因為整個故事都在安慰母親：孩子再壞﹝即使壞得把你殺掉﹞，他們的眼裡也只有你啊！,4,推荐,201,0.0635394157394491
"
                    2011-01-22 19:39:26
                ",文泽尔,由于改编和本身情节以及中岛哲也风格的缘故，对白过多，过于舞台剧化——很容易让人想起《被嫌弃..》，诚然是一部好电影，但是整体感上并不比松子要强，尽管在摄影、剪辑造成的气氛渲染上，比那一部更加炉火纯青。原著与电影各有优劣，原著更能发掘奇爱，电影却在技法之间宣扬童真与社会的双重冷酷。,4,推荐,98,0.9999999996690239
"
                    2011-01-22 04:50:57
                ",弗朗索瓦张。,对于电影结构 摄影 配乐 剪辑各种方面的大胆实验  将人物中景置于画面下半部分成功营造压抑感   但配乐稍微别扭  最后的特效大场面稍微过火  另外反驳很多给差评的人都说“太像MV”  我想说像MV起码说明这部电影是美的  不至于是把一部电影完全否定到一两星的理由吧？,4,推荐,101,0.9999976455986458
"
                    2017-01-20 05:45:24
                ",朝暮雪,如果你是邪恶的，那我又何必提醒自己你只是个孩子。,5,力荐,1153,0.8931519718508829
